datetime_UTC,longitude,latitude,water_level,quality_water_level
2014-01-14T18:05:06.636000,12.331164,55.509712,0.79,1
2014-01-30T18:02:15.013000,12.953712,55.323231,0.038,1
2014-02-02T04:24:21.277000,12.407921,55.47027,-0.168,1
2014-02-02T04:24:22.318000,12.374984,55.530196,-0.148,1
2014-02-18T18:05:06.161000,12.316583,55.487846,0.164,1
2014-03-06T18:02:12.470000,12.970746,55.343477,0.052,1
2014-03-06T18:02:13.512000,12.938055,55.283508,0.085,1
2014-03-09T04:24:18.583000,12.414277,55.455425,0.119,1
2014-03-09T04:24:19.625000,12.381325,55.5154,0.125,1
2014-03-25T18:05:01.403000,12.333219,55.487966,0.629,1
2014-04-10T18:02:12.045000,12.967639,55.345216,0.222,1
2014-04-10T18:02:13.086000,12.93497,55.285293,0.252,1
2014-04-13T04:24:16.798000,12.432959,55.420588,0.202,1
2014-04-13T04:24:17.839000,12.400087,55.480519,0.196,1
2014-04-13T04:24:18.880000,12.367129,55.540442,0.196,1
2014-04-29T18:05:00.320000,12.349698,55.534325,0.34,1
2014-04-29T18:05:01.361000,12.316762,55.474426,0.32,1
2014-05-15T18:02:08.712000,12.970369,55.348118,0.362,1
2014-05-15T18:02:09.753000,12.937687,55.288172,0.418,1
2014-05-18T04:24:14.041000,12.410189,55.468301,0.242,1
2014-05-18T04:24:15.082000,12.377261,55.528203,0.279,1
2014-06-03T18:04:59.476000,12.316657,55.482824,0.35,1
2014-06-19T18:02:08.680000,12.953368,55.338492,0.162,1
2014-06-22T04:24:14.175000,12.390866,55.477394,0.266,1
2014-06-22T04:24:15.217000,12.357897,55.537342,0.261,1
2014-07-08T18:04:53.645000,12.333358,55.498568,0.673,1
2014-07-24T18:02:03.180000,12.966462,55.352202,0.393,1
2014-07-24T18:02:04.221000,12.933774,55.292256,0.425,1
2014-07-27T04:24:09.021000,12.404695,55.465448,0.204,1
2014-07-27T04:24:10.062000,12.371748,55.525396,0.202,1
2014-08-12T18:04:49.194000,12.348198,55.521265,0.254,1
2014-08-12T18:04:50.234000,12.31528,55.461363,0.294,1
2014-08-28T18:02:00.489000,12.949119,55.316416,0.614,1
2014-08-31T04:24:05.730000,12.41086,55.454458,0.486,1
2014-08-31T04:24:06.771000,12.377952,55.514361,0.525,1
2014-09-16T18:04:47.784000,12.336664,55.502655,0.421,1
2014-10-02T18:01:57.784000,12.942535,55.298764,0.402,1
2014-10-05T04:24:02.205000,12.412262,55.467776,0.375,1
2014-10-05T04:24:03.246000,12.379326,55.527704,0.395,1
2014-10-21T18:04:46.207000,12.320854,55.491319,0.414,1
2014-11-06T18:01:53.652000,12.961571,55.339844,0.492,1
2014-11-09T04:23:59.555000,12.412532,55.467473,0.357,1
2014-11-09T04:24:00.597000,12.379575,55.527447,0.368,1
2014-11-25T18:04:42.797000,12.321624,55.491035,0.223,1
2014-12-11T18:01:50.668000,12.956742,55.332312,-0.14,1
2014-12-14T04:23:55.987000,12.435236,55.422338,0.137,1
2014-12-14T04:23:57.029000,12.402357,55.482296,0.158,1
2014-12-14T04:23:58.070000,12.369392,55.542247,0.166,1
2014-12-30T18:04:38.290000,12.348452,55.539017,0.481,1
2014-12-30T18:04:39.331000,12.315517,55.479114,0.465,1
2015-01-15T18:01:48.278000,12.946135,55.320153,0.564,1
2015-01-18T04:23:53.249000,12.410248,55.468562,0.526,1
2015-01-18T04:23:54.290000,12.377331,55.528468,0.497,1
2015-02-03T18:04:36.880000,12.336481,55.530564,0.76,1
2015-02-03T18:04:37.922000,12.303533,55.470617,0.75,1
2015-02-19T18:01:45.522000,12.934043,55.293816,0.082,1
2015-02-22T04:23:50.129000,12.402771,55.480892,-0.214,1
2015-02-22T04:23:51.171000,12.369803,55.54084,-0.209,1
2015-03-10T18:04:35.601000,12.331802,55.523915,0.225,1
2015-03-10T18:04:36.643000,12.29884,55.46394,0.262,1
2015-03-26T18:01:42.744000,12.966051,55.348736,0.23,1
2015-03-26T18:01:43.785000,12.933366,55.288792,0.2,1
2015-03-29T04:23:47.823000,12.402387,55.475714,0.358,1
2015-03-29T04:23:48.866000,12.369407,55.535687,0.391,1
2015-04-14T18:04:38.358000,12.301442,55.50251,0.166,1
2015-04-30T18:01:39.597000,12.967086,55.348832,0.436,1
2015-04-30T18:01:40.638000,12.934415,55.288905,0.476,1
2015-05-03T04:23:43.958000,12.413984,55.465819,0.391,1
2015-05-03T04:23:44.999000,12.381064,55.525722,0.415,1
2015-05-19T18:04:11.305000,12.41339,55.532779,0.483,1
2015-05-19T18:04:12.346000,12.380443,55.472852,0.463,1
2015-06-04T18:01:09.854000,13.05422,55.307333,0.406,1
2015-06-07T04:23:10.678000,12.618727,55.290635,0.31,1
2015-06-07T04:23:11.719000,12.586057,55.350557,0.302,1
2015-06-07T04:23:12.760000,12.553302,55.410472,0.299,1
2015-06-07T04:23:13.800000,12.52046,55.470379,0.29,1
