datetime_UTC,longitude,latitude,water_level,quality_water_level
2016-03-06 10:00:16,12.55478,55.441914,0.556,0
2016-03-06 10:00:17,12.523128,55.384613,0.531,1
2016-03-28 20:17:17,12.851125,55.730906,0.34,1
2016-04-02 10:00:10,12.721862,55.744973,0.129,1
2016-04-02 10:00:14,12.594003,55.515883,0.269,1
2016-04-02 10:00:15,12.56224,55.458593,0.234,0
2016-04-02 10:00:16,12.530556,55.401296,0.253,0
2016-04-02 10:00:17,12.498952,55.343993,0.286,1
2016-04-24 20:17:14,12.899639,55.635388,0.605,1
2016-04-24 20:17:15,12.86761,55.692653,0.582,1
2016-04-24 20:17:16,12.8355,55.749911,0.549,1
2016-04-24 20:17:17,12.803308,55.807162,0.577,1
2016-04-24 20:17:20,12.706237,55.978873,0.629,1
2016-04-29 10:00:08,12.786378,55.839121,0.306,1
2016-04-29 10:00:09,12.754139,55.78187,0.251,0
2016-04-29 10:00:10,12.721981,55.724612,0.209,1
2016-04-29 10:00:14,12.594165,55.495511,0.446,1
2016-04-29 10:00:15,12.562412,55.438219,0.417,0
2016-04-29 10:00:16,12.530739,55.38092,0.4,1
2016-04-29 10:00:17,12.499145,55.323614,0.432,1
2016-05-21 20:17:17,12.89491,55.651482,0.448,1
2016-05-21 20:17:20,12.798522,55.82326,0.418,1
2016-05-26 10:00:10,12.771452,55.808835,0.452,1
2016-05-26 10:00:15,12.611317,55.522468,0.362,1
2016-05-26 10:00:16,12.579532,55.465174,0.341,0
2016-05-26 10:00:17,12.547828,55.407874,0.356,0
2016-05-26 10:00:18,12.516202,55.350566,0.378,1
2016-06-17 20:17:18,12.897703,55.655196,0.498,1
2016-06-17 20:17:19,12.865652,55.712466,0.456,1
2016-06-17 20:17:21,12.801306,55.826984,0.475,1
2016-06-22 10:00:11,12.783182,55.831632,0.46,1
2016-06-22 10:00:12,12.750963,55.774376,0.395,0
2016-06-22 10:00:13,12.718826,55.717114,0.383,1
2016-06-22 10:00:16,12.622903,55.545283,0.348,1
2016-06-22 10:00:17,12.59109,55.487993,0.297,1
2016-06-22 10:00:18,12.559357,55.430696,0.281,0
2016-06-22 10:00:19,12.527704,55.373392,0.328,1
2016-07-14 20:17:18,12.889204,55.682352,0.586,1
2016-07-19 10:00:10,12.782717,55.822937,0.691,1
2016-07-19 10:00:11,12.750515,55.765683,0.512,0
2016-07-19 10:00:12,12.718395,55.708423,0.619,1
2016-07-19 10:00:15,12.622521,55.536599,0.562,1
2016-07-19 10:00:16,12.590724,55.479311,0.543,0
2016-07-19 10:00:17,12.559008,55.422015,0.545,0
2016-07-19 10:00:18,12.52737,55.364714,0.566,1
2016-08-10 20:17:17,12.896813,55.674826,0.606,0
2016-08-10 20:17:19,12.832609,55.78935,0.56,1
2016-08-15 10:00:09,12.788114,55.844568,0.616,1
