datetime,longitude,latitude,water_level,satellite
2014-01-04 16:04:25.036,12.490434,55.498956,-0.036816840976133025,j2
2014-01-04 16:04:26.056,12.554527,55.460923,-0.065816840976133,j2
2014-01-04 16:04:27.076,12.618489,55.422852,-0.028816840976133018,j2
2014-01-04 16:04:28.096,12.68232,55.384743,-0.014816840976133006,j2
2014-01-04 16:04:29.116,12.74602,55.346596,-0.036816840976133025,j2
2014-01-04 16:04:30.137,12.80959,55.308411,0.0021831590238670096,j2
2014-01-06 09:01:39.096,12.660311,55.284165,0.126183159023867,j2
2014-01-06 09:01:40.116,12.723792,55.322379,0.16018315902386704,j2
2014-01-11 08:50:02.968,12.929321,55.306715,0.14418315902386702,c2
2014-01-11 08:50:08.629,12.868138,55.647913,0.10118315902386699,c2
2014-01-11 08:50:09.573,12.857877,55.704776,0.08518315902386697,c2
2014-01-14 14:02:56.810,12.481634,55.502408,0.29718315902386705,j2
2014-01-14 14:02:57.830,12.54574,55.464379,0.31318315902386695,j2
2014-01-14 14:02:58.850,12.609715,55.426313,0.32518315902386696,j2
2014-01-14 14:02:59.871,12.673559,55.388208,0.31418315902386695,j2
2014-01-14 14:03:00.891,12.737272,55.350065,0.355183159023867,j2
2014-01-14 14:03:01.911,12.800855,55.311884,0.369183159023867,j2
2014-01-14 18:05:06.636,12.331164,55.509712,0.40318315902386703,sa
2014-01-16 07:00:11.076,12.668882,55.289293,0.42718315902386694,j2
2014-01-16 07:00:12.096,12.732383,55.327501,0.42818315902386694,j2
2014-01-24 12:01:28.576,12.484602,55.502556,-0.04781684097613298,j2
2014-01-24 12:01:29.596,12.548702,55.464525,-0.09981684097613303,j2
2014-01-24 12:01:30.617,12.612671,55.426457,-0.09881684097613302,j2
2014-01-24 12:01:31.637,12.676509,55.38835,-0.055816840976132986,j2
2014-01-24 12:01:32.657,12.740216,55.350206,-0.11581684097613298,j2
2014-01-24 12:01:33.677,12.803792,55.312023,-0.09681684097613302,j2
2014-01-27 20:24:19.797,12.957169,55.307609,-0.264816840976133,c2
2014-01-30 18:02:15.013,12.953712,55.323231,-0.348816840976133,sa
2014-02-02 04:24:21.277,12.407921,55.47027,-0.554816840976133,sa
2014-02-02 04:24:22.318,12.374984,55.530196,-0.534816840976133,sa
2014-02-03 09:59:59.961,12.47496,55.51143,-0.376816840976133,j2
2014-02-03 10:00:00.981,12.539083,55.473408,-0.443816840976133,j2
2014-02-03 10:00:02.002,12.603075,55.435346,-0.428816840976133,j2
2014-02-03 10:00:03.022,12.666936,55.397247,-0.440816840976133,j2
2014-02-03 10:00:04.042,12.730665,55.35911,-0.47281684097613297,j2
2014-02-03 10:00:05.062,12.794265,55.320934,-0.456816840976133,j2
2014-02-03 10:00:06.082,12.857734,55.282721,-0.424816840976133,j2
2014-02-09 07:25:08.205,12.656376,55.298625,-0.364816840976133,c2
2014-02-09 07:25:09.149,12.646236,55.355496,-0.285816840976133,c2
2014-02-09 07:25:10.092,12.636078,55.412365,-0.204816840976133,c2
2014-02-09 07:25:11.036,12.625903,55.469235,-0.270816840976133,c2
2014-02-13 07:58:31.820,12.514565,55.490459,-0.148816840976133,j2
2014-02-13 07:58:32.840,12.578612,55.452416,-0.159816840976133,j2
2014-02-13 07:58:33.860,12.642527,55.414334,-0.178816840976133,j2
2014-02-13 07:58:34.880,12.706311,55.376214,-0.144816840976133,j2
2014-02-13 07:58:36.920,12.833487,55.299861,-0.194816840976133,j2
2014-02-15 00:55:45.658,12.678029,55.297418,-0.221816840976133,j2
2014-02-18 18:05:06.161,12.316583,55.487846,-0.222816840976133,sa
2014-02-23 05:57:03.116,12.543297,55.473587,-0.237816840976133,j2
2014-02-23 05:57:04.136,12.607286,55.43553,-0.271816840976133,j2
2014-02-23 05:57:05.156,12.671144,55.397436,-0.268816840976133,j2
2014-02-23 05:57:06.177,12.734871,55.359303,-0.318816840976133,j2
2014-02-23 05:57:07.197,12.798468,55.321132,-0.315816840976133,j2
2014-02-23 05:57:08.217,12.861935,55.282924,-0.241816840976133,j2
2014-02-24 22:54:16.070,12.662152,55.284281,-0.10181684097613303,j2
2014-02-24 22:54:17.090,12.72562,55.322495,-0.141816840976133,j2
2014-02-25 18:59:09.939,12.779231,55.760948,-0.15181684097613302,c2
2014-02-25 18:59:13.712,12.738221,55.532825,-0.10381684097613303,c2
2014-02-25 18:59:14.656,12.728014,55.475792,-0.11781684097613299,c2
2014-02-25 18:59:15.599,12.717826,55.418758,-0.144816840976133,c2
2014-02-25 18:59:16.543,12.707655,55.361723,-0.09981684097613303,c2
2014-02-25 18:59:17.486,12.697502,55.304687,-0.11281684097613298,c2
2014-03-05 03:55:34.786,12.540891,55.472238,-0.187816840976133,j2
2014-03-05 03:55:35.806,12.604877,55.434184,-0.169816840976133,j2
2014-03-05 03:55:36.826,12.668732,55.396091,-0.190816840976133,j2
2014-03-05 03:55:37.847,12.732456,55.35796,-0.18281684097613302,j2
2014-03-05 03:55:38.867,12.79605,55.319792,-0.166816840976133,j2
2014-03-05 03:55:39.887,12.859513,55.281585,-0.127816840976133,j2
2014-03-06 18:02:12.470,12.970746,55.343477,-0.334816840976133,sa
2014-03-06 18:02:13.512,12.938055,55.283508,-0.301816840976133,sa
2014-03-06 20:52:48.632,12.69984,55.307239,-0.349816840976133,j2
2014-03-09 04:24:18.583,12.414277,55.455425,-0.267816840976133,sa
2014-03-09 04:24:19.625,12.381325,55.5154,-0.261816840976133,sa
2014-03-10 06:00:08.725,12.369463,55.478803,-0.350816840976133,c2
2014-03-10 06:00:09.669,12.359258,55.535823,-0.272816840976133,c2
2014-03-15 01:54:07.532,12.565446,55.454939,-0.7988168409761329,j2
2014-03-15 01:54:08.552,12.629371,55.416868,-0.755816840976133,j2
2014-03-15 01:54:11.612,12.820362,55.302426,-0.734816840976133,j2
2014-03-16 18:51:20.559,12.678125,55.296698,-0.010816840976133002,j2
2014-03-16 18:51:21.579,12.741639,55.334897,0.007183159023867014,j2
2014-03-24 23:52:38.402,12.496719,55.497015,0.09018315902386698,j2
2014-03-24 23:52:39.422,12.560785,55.458983,0.061183159023867006,j2
2014-03-24 23:52:40.442,12.624718,55.420913,0.08018315902386702,j2
2014-03-24 23:52:41.462,12.688521,55.382804,0.15118315902386703,j2
2014-03-24 23:52:42.482,12.752193,55.344658,0.125183159023867,j2
2014-03-24 23:52:43.502,12.815735,55.306473,0.18418315902386695,j2
2014-03-25 18:05:01.403,12.333219,55.487966,0.242183159023867,sa
2014-03-26 16:49:52.276,12.660915,55.289838,0.22418315902386698,j2
2014-03-26 16:49:53.296,12.724402,55.328047,0.16818315902386705,j2
2014-03-26 17:34:12.345,12.463948,55.509818,0.15718315902386704,c2
2014-03-26 17:34:13.289,12.453766,55.452892,0.15018315902386703,c2
2014-04-03 21:51:09.809,12.48681,55.506181,0.029183159023866978,j2
2014-04-03 21:51:10.829,12.550902,55.468154,0.03418315902386698,j2
2014-04-03 21:51:11.849,12.614862,55.430089,0.03518315902386698,j2
2014-04-03 21:51:12.869,12.678692,55.391985,0.04018315902386699,j2
2014-04-03 21:51:13.889,12.74239,55.353843,0.02018315902386697,j2
2014-04-03 21:51:14.909,12.805958,55.315664,0.054183159023867,j2
2014-04-05 14:48:23.731,12.651731,55.286279,-0.29081684097613303,j2
2014-04-05 14:48:24.751,12.715201,55.324496,-0.262816840976133,j2
2014-04-06 04:37:30.840,13.006045,55.306849,-0.259816840976133,c2
2014-04-10 18:02:12.045,12.967639,55.345216,-0.164816840976133,sa
2014-04-10 18:02:13.086,12.93497,55.285293,-0.134816840976133,sa
2014-04-13 04:24:16.798,12.432959,55.420588,-0.184816840976133,sa
2014-04-13 04:24:17.839,12.400087,55.480519,-0.190816840976133,sa
2014-04-13 04:24:18.880,12.367129,55.540442,-0.190816840976133,sa
2014-04-13 19:49:41.055,12.494166,55.504986,-0.304816840976133,j2
2014-04-13 19:49:42.076,12.558253,55.466955,-0.344816840976133,j2
2014-04-13 19:49:43.096,12.622208,55.428886,-0.356816840976133,j2
2014-04-13 19:49:44.116,12.686033,55.390779,-0.348816840976133,j2
2014-04-13 19:49:46.156,12.81329,55.314451,-0.346816840976133,j2
2014-04-15 12:46:55.570,12.697478,55.312677,-0.03281684097613302,j2
2014-04-22 16:11:44.837,13.016826,55.304947,0.07218315902386702,c2
2014-04-23 17:48:11.966,12.514983,55.494337,0.21418315902386698,j2
2014-04-23 17:48:12.987,12.579037,55.456296,0.21918315902386698,j2
