,current u,current v
2016-05-20 11:00:00,0.5091188835442214,-0.2266743311861434
2016-05-20 11:30:00,0.08805758779682568,-0.09779785903282512
2016-05-20 12:00:00,0.13071593656141542,-0.059570684307568775
2016-05-20 12:30:00,0.09237667787046541,-0.09906185888431661
2016-05-20 13:00:00,0.1651509781031234,-0.06011004018948626
2016-05-20 13:30:00,0.13700894037230327,-0.0872843213759416
2016-05-20 14:00:00,0.14224688320409803,-0.04485026999606232
2016-05-20 14:30:00,0.2009874016081209,-0.1305227447413512
2016-05-20 15:00:00,0.15039371946722033,-0.07498354249310334
2016-05-20 15:30:00,0.17908231702861194,-0.18223548975889334
2016-05-20 16:00:00,-0.1551883547905495,-0.1086640558667057
2016-05-20 16:30:00,0.15167798435407268,0.2087668353984552
2016-05-20 17:00:00,-0.10715587978043084,0.13715327166524996
2016-05-20 17:30:00,0.28338462501811035,-0.1443916784421629
2016-05-20 18:00:00,0.22471862168825088,-0.062319989301449566
2016-05-20 18:30:00,0.28595532937295365,-0.13031735150472318
2016-05-20 19:00:00,0.23409238982174685,-0.1406568982579359
2016-05-20 19:30:00,0.1662224512545331,-0.2373902624349498
2016-05-20 20:00:00,0.16964498517972562,-0.17876851373597838
2016-05-20 20:30:00,0.15443466962669217,-0.1366322539420851
2016-05-20 21:00:00,0.15817993889419546,-0.04386717943324591
2016-05-20 21:30:00,-0.13497353776947604,0.018969293660856902
2016-05-20 22:00:00,0.10060154471060484,-0.08146552462140151
2016-05-20 22:30:00,0.073150090122389,-0.023064134821977736
2016-05-20 23:00:00,0.059665003335152365,-0.04334916235656991
2016-05-20 23:30:00,-0.0650068081092543,-0.01741852173539965
2016-05-21 00:00:00,-0.022465201626432788,0.06343977235050359
2016-05-21 00:30:00,-0.12255045447666299,-0.03746743396021872
2016-05-21 01:00:00,0.037183851717841526,-0.03175800956334598
2016-05-21 01:30:00,0.13434621477574077,-0.15185077238997016
2016-05-21 02:00:00,-0.01289986999943483,-0.10506101015123395
2016-05-21 02:30:00,-0.08146665132419101,0.09047788250187276
2016-05-21 03:00:00,-0.18721017839559387,0.02631067473650035
2016-05-21 03:30:00,-0.05305608348966087,0.046120949738032664
2016-05-21 04:00:00,-0.1807828030400016,0.10437499999999998
2016-05-21 04:30:00,-0.07852925370408503,0.04907052386799477
2016-05-21 05:00:00,-0.2312881219493959,0.12297807587176407
2016-05-21 05:30:00,-0.09222864811784928,0.05112317445497625
2016-05-21 06:00:00,-0.22717422362311804,0.12334553952710885
2016-05-21 06:30:00,-0.11339678122698027,-0.025139461158910654
2016-05-21 07:00:00,-0.2694777958482019,0.11438653786523488
2016-05-21 07:30:00,-0.09061472363061521,0.08449959681174356
2016-05-21 08:00:00,-0.2381210761350468,0.1430775772100131
2016-05-21 08:30:00,-0.11293796131004948,0.036695768082025015
2016-05-21 09:00:00,-0.20084171378462148,0.024660261638031606
2016-05-21 09:30:00,0.04697805220187009,-0.08475064962180745
2016-05-21 10:00:00,0.12414186603321842,0.14031685428981955
2016-05-21 10:30:00,-0.09069504101178037,0.026006384521333872
2016-05-21 11:00:00,-0.16334371407741854,0.12086799026787254
2016-05-21 11:30:00,-0.0902574762264865,0.0328510347664305
2016-05-21 12:00:00,-0.1704888941723242,0.1482037346489556
2016-05-21 12:30:00,-0.06004153670369839,0.07548255672841533
2016-05-21 13:00:00,-0.1474429291111744,0.16375196229394384
2016-05-21 13:30:00,-0.08864064019716458,-0.07705413295493505
2016-05-21 14:00:00,-0.21847666093964446,0.03460330366689909
2016-05-21 14:30:00,-0.09755440851022062,-0.036474098758173513
2016-05-21 15:00:00,-0.13633422721565297,0.08685448168926406
2016-05-21 15:30:00,-0.016590140257860046,0.0718597922779111
2016-05-21 16:00:00,-0.06794047840985704,0.005944021655390288
2016-05-21 16:30:00,-0.07390575289372686,-0.06654503880238845
